Hora;Anemometro;Pluviometro;Veleta;temperatura;Humedad;Particulas;gas;presion;UV;dB
7:42;0.0;0;NO;24.4;51.8;0.5;379.0;998.1;0;28.0
7:44;0.0;0;NO;24.4;51.9;0.5;386.9;998.2;0;28.7
7:46;0.0;0;NO;24.4;51.9;0.5;386.9;998.2;0;28.1
7:48;0.0;0;NO;24.4;51.9;0.5;390.1;998.3;0;28.5
7:50;0.0;0;NO;24.4;51.9;0.5;391.8;998.4;0;27.8
7:52;0.0;0;NO;24.4;52.0;0.5;391.8;998.4;0;27.9
7:54;0.0;0;NO;24.4;52.0;0.5;391.8;998.4;0;28.8
7:56;0.0;0;NO;24.4;52.0;0.5;395.0;998.5;0;29.0
7:58;0.0;0;NO;24.4;52.1;0.5;399.9;998.6;0;27.6
8:0;0.0;0;NO;24.4;52.1;0.5;398.3;998.6;0;28.2
8:2;0.0;0;NO;24.5;52.1;0.5;401.6;998.6;0;28.0
8:4;0.0;0;NO;24.5;52.2;0.5;408.2;998.7;0;28.7
8:6;0.0;0;NO;24.5;52.2;0.5;418.3;998.7;0;29.3
8:8;0.0;0;NO;24.5;52.3;0.5;432.2;998.7;0;30.8
8:10;0.0;0;NO;24.5;52.3;0.5;432.2;998.8;0;30.6
8:12;0.0;0;NO;24.5;52.4;0.5;437.4;998.8;0;27.7
8:14;0.0;0;NO;24.5;52.4;0.5;442.8;998.8;0;29.8
8:16;0.0;0;NO;24.5;52.4;0.5;441.0;998.9;0;30.9
8:18;0.0;0;NO;24.5;52.4;0.5;453.6;998.9;0;28.0
8:20;0.0;0;NO;24.5;52.5;0.5;466.4;999.0;0;28.0
8:22;0.0;0;NO;24.5;52.6;0.5;477.7;999.0;0;31.7
8:24;0.0;0;NO;24.5;52.6;0.5;477.7;999.0;0;31.7
8:26;0.0;0;NO;24.5;52.7;0.5;481.5;999.0;0;27.3
8:28;0.0;0;NO;24.5;52.8;0.5;479.6;999.1;0;28.0
8:30;0.0;0;NO;24.5;52.9;0.5;477.7;999.2;0;29.0
8:32;0.0;0;NO;24.5;53.0;0.5;481.5;999.1;0;28.6
8:34;0.0;0;NO;24.5;53.0;0.5;479.6;999.3;0;27.7
8:36;0.0;0;NO;24.5;53.1;0.5;472.0;999.4;0;28.3
8:38;0.0;0;NO;24.5;53.0;0.5;472.0;999.4;0;28.0
8:40;0.0;0;NO;24.5;53.0;0.5;468.3;999.4;0;28.1
8:42;0.0;0;NO;24.5;53.0;0.5;466.4;999.5;0;28.2
8:44;0.0;0;NO;24.5;53.0;0.5;464.6;999.5;0;29.3
8:46;0.0;0;NO;24.5;53.0;0.5;468.3;999.5;0;33.3
8:48;0.0;0;NO;24.5;52.9;0.5;453.6;999.5;0;27.8
8:50;0.0;0;NO;24.6;52.8;0.5;453.6;999.4;0;28.1
8:52;0.0;0;NO;24.6;52.8;0.5;457.2;999.4;0;28.0
8:54;0.0;0;NO;24.6;52.8;0.5;457.2;999.4;0;35.8
8:56;0.0;0;NO;24.6;52.7;0.5;455.4;999.5;0;35.3
8:58;0.0;0;NO;24.6;52.6;0.5;451.7;999.5;0;29.2
9:0;0.0;0;NO;24.6;52.6;0.5;451.7;999.5;0;28.4
9:2;0.0;0;NO;24.6;52.6;0.5;446.3;999.6;0;39.6
9:4;0.0;0;NO;24.6;52.5;0.5;439.2;999.6;0;54.3
9:6;0.0;0;NO;24.6;52.5;0.5;444.5;999.6;0;27.0
9:8;0.0;0;NO;24.6;52.5;0.5;439.2;999.6;0;30.7
9:10;0.0;0;NO;24.6;52.4;0.5;437.4;999.7;0;27.3
9:12;0.0;0;NO;24.6;52.4;0.5;433.9;999.7;0;28.1
9:14;0.0;0;NO;24.6;52.3;0.5;426.9;999.8;0;45.4
9:16;0.0;0;NO;24.6;52.3;0.5;437.4;999.9;0;27.7
9:18;0.0;0;NO;24.6;52.3;0.5;430.4;1000.0;0;28.1
9:20;0.0;0;NO;24.6;52.2;0.5;428.7;1000.0;0;29.1
9:22;0.0;0;NO;24.6;52.2;0.5;426.9;1000.0;0;28.4
9:24;0.0;0;NO;24.6;52.1;0.5;426.9;1000.0;0;27.2
9:26;0.0;0;NO;24.7;52.1;0.5;423.5;1000.0;0;28.0
9:28;0.0;0;NO;24.6;52.0;0.5;425.2;1000.1;0;29.8
9:30;0.0;0.406009;NO;24.7;52.0;0.5;418.3;1000.2;0;32.2
9:32;0.0;0.406009;NO;24.6;52.1;0.5;414.9;1000.2;0;30.4
9:34;0.0;0;NO;24.7;51.9;0.5;409.9;1000.2;0;41.7
9:36;0.0;0;NO;24.7;51.8;0.5;411.6;1000.3;0;32.0
9:38;0.0;0;NO;24.7;51.9;0.5;414.9;1000.3;0;28.1
9:40;0.0;0;NO;24.7;51.9;0.5;408.2;1000.4;0;27.4
9:42;0.0;0;NO;24.7;52.0;0.5;413.3;1000.4;0;28.4
9:44;0.0;0;NO;24.7;51.9;0.5;404.9;1000.5;0;27.6
9:46;0.0;0;NO;24.7;51.8;0.5;401.6;1000.5;0;29.5
9:48;0.0;0;NO;24.7;51.7;0.5;404.9;1000.5;0;27.9
9:50;0.0;0;NO;24.7;51.8;0.5;409.9;1000.5;0;27.8
9:52;0.0;0;NO;24.7;51.9;0.5;411.6;1000.5;0;56.2
9:54;0.0;0;NO;24.8;52.0;0.5;414.9;1000.6;0;27.6
9:56;0.0;0;NO;24.7;52.0;0.5;416.6;1000.6;0;27.8
9:58;0.0;0;NO;24.7;52.1;0.5;414.9;1000.7;0;31.5
10:0;0.0;0;NO;24.8;52.1;0.5;414.9;1000.7;0;27.1
10:2;0.0;0;NO;24.8;52.1;0.5;413.3;1000.7;0;27.1
10:4;0.0;0;NO;24.7;52.0;0.5;403.2;1000.7;0;28.5
10:6;0.0;0;NO;24.8;51.8;0.5;404.9;1000.8;0;27.2
10:8;0.0;0;NO;24.7;51.7;0.5;401.6;1000.7;0;27.7
10:10;0.0;0;NO;24.7;51.6;0.5;396.6;1000.7;0;27.3
10:12;0.0;0;NO;24.7;51.5;0.5;395.0;1000.8;0;28.2
10:14;0.0;0;NO;24.7;51.5;0.5;391.8;1000.8;0;27.1
10:16;0.0;0;NO;24.7;51.4;0.5;395.0;1000.9;0;28.1
10:18;0.0;0;NO;24.7;51.4;0.5;391.8;1000.9;0;27.8
10:20;0.0;0;NO;24.7;51.3;0.5;390.1;1001.0;0;28.3
10:22;0.0;0;NO;24.7;51.3;0.5;383.7;1001.1;0;28.0
10:24;0.0;0;NO;24.7;51.2;0.5;383.7;1001.1;0;27.3
10:26;0.0;0;NO;24.7;51.1;0.5;388.5;1001.1;0;27.4
10:28;0.0;0;NO;24.6;51.1;0.5;385.3;1001.2;0;28.1
10:30;0.0;0;NO;24.6;51.1;0.5;383.7;1001.2;0;28.0
10:32;0.0;0;NO;24.6;51.1;0.5;382.1;1001.3;0;27.0
10:34;0.0;0;NO;24.6;51.0;0.5;385.3;1001.3;0;27.5
10:36;0.0;0;NO;24.6;51.0;0.5;379.0;1001.4;0;28.1
10:38;0.0;0;NO;24.6;51.1;0.5;383.7;1001.4;0;27.7
10:40;0.0;0;NO;24.6;51.0;0.5;383.7;1001.5;0;28.8
10:42;0.0;0;NO;24.6;51.0;0.5;382.1;1001.6;0;27.4
10:44;0.0;0;NO;24.6;51.0;0.5;379.0;1001.6;0;27.3
10:46;0.0;0;NO;24.6;51.0;0.5;377.4;1001.7;0;27.7
10:48;0.0;0;NO;24.6;51.0;0.5;379.0;1001.8;0;27.4
10:50;0.0;0;NO;24.6;51.0;0.5;377.4;1001.8;0;27.8
10:52;0.0;0;NO;24.6;51.0;0.5;375.8;1001.8;0;28.4
10:54;0.0;0;NO;24.6;51.1;0.5;379.0;1001.9;0;27.1
10:56;0.0;0;NO;24.5;51.1;0.5;382.1;1001.9;0;27.2
10:58;0.0;0;NO;24.5;51.2;0.5;383.7;1002.0;0;27.8
11:0;0.0;0;NO;24.5;51.2;0.5;386.9;1002.0;0;27.7
11:2;0.0;0;NO;24.5;51.2;0.5;383.7;1002.0;0;27.6
11:4;0.0;0;NO;24.5;51.3;0.5;377.4;1002.0;0;27.3
11:6;0.0;0;NO;24.5;51.2;0.5;379.0;1002.0;0;28.2
11:8;0.0;0;NO;24.5;51.3;0.5;383.7;1002.0;0;27.7
11:10;0.0;0;NO;24.5;51.3;0.5;379.0;1002.0;0;27.6
11:12;0.0;0;NO;24.5;51.3;0.5;382.1;1002.1;0;28.0
11:14;0.0;0;NO;24.5;51.3;0.5;382.1;1002.1;0;27.5
11:16;0.0;0;NO;24.5;51.3;0.5;377.4;1002.2;0;27.7
11:18;0.0;0;NO;24.5;51.3;0.5;382.1;1002.2;0;27.1
11:20;0.0;0;NO;24.5;51.3;0.5;382.1;1002.2;0;28.1
11:22;0.0;0;NO;24.5;51.3;0.5;382.1;1002.3;0;27.0
11:24;0.0;0;NO;24.5;51.3;0.5;382.1;1002.3;0;27.7
11:26;0.0;0;NO;24.5;51.3;0.5;375.8;1002.3;0;27.2
11:28;0.0;0;NO;24.4;51.3;0.5;380.5;1002.4;0;27.6
11:30;0.0;0;NO;24.5;51.3;0.5;377.4;1002.5;0;28.5
11:32;0.0;0;NO;24.4;51.4;0.5;377.4;1002.5;0;27.5
11:34;0.0;0;NO;24.5;51.3;0.5;379.0;1002.6;0;26.8
11:36;0.0;0;NO;24.4;51.3;0.5;375.8;1002.6;0;26.9
11:38;0.0;0;NO;24.4;51.3;0.5;377.4;1002.6;0;27.6
11:40;0.0;0;NO;24.4;51.4;0.5;374.3;1002.7;0;27.3
11:42;0.0;0;NO;24.4;51.3;0.5;374.3;1002.7;0;27.6
11:44;0.0;0;NO;24.4;51.4;0.5;372.7;1002.7;0;27.7
11:46;0.0;0;NO;24.4;51.4;0.5;371.1;1002.7;0;27.9
11:48;0.0;0;NO;24.4;51.3;0.5;374.3;1002.7;0;27.6
11:50;0.0;0;NO;24.4;51.4;0.5;375.8;1002.7;0;27.8
11:52;0.0;0;NO;24.4;51.4;0.5;382.1;1002.7;0;27.3
11:54;0.0;0;NO;24.4;51.5;0.5;375.8;1002.7;0;27.3
11:56;0.0;0;NO;24.3;51.5;0.5;372.7;1002.6;0;27.7
11:58;0.0;0;NO;24.3;51.5;0.5;372.7;1002.6;0;27.8
12:0;0.0;0;NO;24.3;51.5;0.5;375.8;1002.6;0;27.7
12:2;0.0;0;NO;24.4;51.5;0.5;379.0;1002.6;0;27.1
12:4;0.0;0;NO;24.3;51.5;0.5;375.8;1002.6;0;27.9
12:6;0.0;0;NO;24.3;51.6;0.5;377.4;1002.6;0;27.7
12:8;0.0;0;NO;24.3;51.6;0.5;374.3;1002.7;0;27.7
12:10;0.0;0;NO;24.3;51.6;0.5;371.1;1002.7;0;26.8
12:12;0.0;0;NO;24.3;51.6;0.5;375.8;1002.6;0;27.4
12:14;0.0;0;NO;24.3;51.6;0.5;374.3;1002.7;0;27.7
12:16;0.0;0;NO;24.3;51.6;0.5;374.3;1002.7;0;27.4
12:18;0.0;0;NO;24.3;51.6;0.5;372.7;1002.7;0;28.0
12:20;0.0;0;NO;24.3;51.7;0.5;372.7;1002.7;0;27.6
12:22;0.0;0;NO;24.2;51.7;0.5;377.4;1002.8;0;27.5
12:24;0.0;0;NO;24.3;51.7;0.5;371.1;1002.8;0;27.7
12:26;0.0;0;NO;24.2;51.7;0.5;371.1;1002.9;0;28.4
12:28;0.0;0;NO;24.2;51.8;0.5;374.3;1002.9;0;28.2
12:30;0.0;0;NO;24.2;51.7;0.5;371.1;1003.0;0;27.5
12:32;0.0;0;NO;24.2;51.8;0.5;365.0;1003.1;0;27.3
12:34;0.0;0;NO;24.2;51.7;0.5;361.9;1003.1;0;27.5
12:36;0.0;0;NO;24.1;51.7;0.5;365.0;1003.1;0;27.0
12:38;0.0;0;NO;24.1;51.6;0.5;361.9;1003.1;0;27.2
12:40;0.0;0;NO;24.1;51.6;0.5;360.4;1003.1;0;28.6
12:42;0.0;0;NO;24.1;51.6;0.5;357.4;1003.1;0;27.4
12:44;0.0;0;NO;24.1;51.6;0.5;354.4;1003.1;0;27.0
12:46;0.0;0;NO;24.1;51.5;0.5;354.4;1003.2;0;27.3
12:48;0.0;0;NO;24.1;51.5;0.5;348.4;1003.2;0;28.5
12:50;0.0;0;NO;24.1;51.4;0.5;351.4;1003.3;0;27.7
12:52;0.0;0;NO;24.1;51.4;0.5;349.9;1003.2;0;27.4
12:54;0.0;0;NO;24.0;51.4;0.5;351.4;1003.3;0;27.9
12:56;0.0;0;NO;24.0;51.4;0.5;345.5;1003.4;0;28.4
12:58;0.0;0;NO;24.0;51.3;0.5;341.1;1003.4;0;27.6
13:0;0.0;0;NO;24.0;51.3;0.5;342.5;1003.4;0;28.4
13:2;0.0;0;NO;24.0;51.3;0.5;339.6;1003.4;0;29.7
13:4;0.0;0;NO;24.0;51.2;0.5;339.6;1003.4;0;26.9
13:6;0.0;0;NO;24.0;51.2;0.5;345.5;1003.4;0;27.5
13:8;0.0;0;NO;23.9;51.2;0.5;339.6;1003.4;0;27.8
13:10;0.0;0;NO;23.9;51.2;0.5;342.5;1003.4;0;28.0
13:12;0.0;0;NO;23.9;51.2;0.5;339.6;1003.3;0;27.7
13:14;0.0;0;NO;23.9;51.2;0.5;341.1;1003.4;0;27.9
13:16;0.0;0;NO;23.9;51.2;0.5;341.1;1003.4;0;27.4
13:18;0.0;0;NO;23.9;51.2;0.5;341.1;1003.4;0;46.5
13:20;0.0;0;NO;23.9;51.3;0.5;345.5;1003.4;0;43.6
13:22;0.0;0;NO;23.9;51.6;0.5;357.4;1003.4;0;46.3
13:24;0.0;0;NO;23.9;51.8;0.5;360.4;1003.4;0;52.2
13:26;0.0;0;NO;23.9;52.0;0.5;363.4;1003.4;0;28.0
13:28;0.0;0;NO;23.9;52.1;0.5;361.9;1003.4;0;27.4
13:30;0.0;0;NO;24.0;52.2;0.5;360.4;1003.3;0;28.2
13:32;0.0;0;NO;24.0;52.1;0.5;361.9;1003.4;0;28.7
13:34;0.0;0;NO;24.0;52.1;0.5;365.0;1003.3;0;30.4
13:36;0.0;0;NO;24.0;52.2;0.5;366.5;1003.3;0;27.8
13:38;0.0;0;NO;23.9;52.2;0.5;369.6;1003.3;0;27.0
13:40;0.0;0;NO;23.9;52.3;0.5;366.5;1003.3;0;27.6
13:42;0.0;0;NO;24.0;52.3;0.5;372.7;1003.2;0;27.6
13:44;0.0;0;NO;24.0;52.3;0.5;371.1;1003.3;0;27.7
13:46;0.0;0;NO;23.9;52.3;0.5;371.1;1003.3;0;27.1
13:48;0.0;0;NO;23.9;52.3;0.5;369.6;1003.2;0;27.9
13:50;0.0;0;NO;23.9;52.4;0.5;375.8;1003.2;0;28.7
13:52;0.0;0;NO;23.9;52.8;0.5;428.7;1003.3;0;28.3
13:54;0.0;0.8120179;NO;24.0;53.1;0.5;442.8;1003.3;0;27.8
13:56;0.0;0.8120179;NO;24.0;53.3;0.5;442.8;1003.3;0;28.7
13:58;0.0;0;NO;24.0;53.5;0.5;441.0;1003.3;0;27.3
14:0;0.0;0;NO;24.0;53.5;0.5;451.7;1003.3;0;27.7
14:2;0.0;0;NO;24.0;53.7;0.5;439.2;1003.3;0;28.0
14:4;0.0;0;NO;24.0;53.5;0.5;449.9;1003.3;0;27.0
14:6;0.0;0;NO;24.0;53.6;0.5;444.5;1003.4;0;27.7
14:8;0.0;0;NO;24.0;53.5;0.5;453.6;1003.4;0;27.5
14:10;0.0;0;NO;24.0;53.5;0.5;448.1;1003.4;0;27.5
14:12;0.0;0;NO;24.0;53.4;0.5;448.1;1003.4;0;27.5
14:14;0.0;0;NO;24.0;53.5;0.5;453.6;1003.4;0;27.5
14:16;0.0;0;NO;24.0;53.5;0.5;451.7;1003.4;0;27.3
14:18;0.0;0;NO;24.0;53.6;0.5;455.4;1003.4;0;28.0
14:20;0.0;0;NO;23.9;53.8;0.5;457.2;1003.4;0;27.0
14:22;0.0;0;NO;23.9;53.6;0.5;464.6;1003.4;0;27.9
14:24;0.0;0;NO;23.9;53.8;0.5;455.4;1003.4;0;27.2
14:26;0.0;0;NO;23.9;53.8;0.5;460.9;1003.3;0;26.9
14:28;0.0;0;NO;23.9;53.9;0.5;466.4;1003.4;0;27.5
14:30;0.0;0;NO;23.9;53.9;0.5;460.9;1003.4;0;26.7
14:32;0.0;0;NO;23.9;54.1;0.5;464.6;1003.4;0;28.2
14:34;0.0;0;NO;23.9;54.0;0.5;455.4;1003.4;0;27.2
14:36;0.0;0;NO;23.9;54.0;0.5;468.3;1003.5;0;27.5
14:38;0.0;0;NO;23.9;54.4;0.5;455.4;1003.5;0;29.0
14:40;0.0;0;NO;23.9;54.2;0.5;466.4;1003.6;0;28.5
14:42;0.0;0;NO;23.9;54.5;0.5;468.3;1003.6;0;28.0
14:44;0.0;0;NO;23.9;54.4;0.5;472.0;1003.6;0;28.1
14:46;0.0;0;NO;23.9;54.4;0.5;470.2;1003.6;0;27.8
14:48;0.0;0;NO;23.9;54.2;0.5;477.7;1003.6;0;27.4
14:50;0.0;0;NO;23.8;54.6;0.5;479.6;1003.6;0;28.8
14:52;0.0;0;NO;23.9;54.8;0.5;475.8;1003.6;0;27.4
14:54;0.0;0;NO;23.9;54.8;0.5;473.9;1003.6;0;27.6
14:56;0.0;0;NO;23.9;54.8;0.5;485.3;1003.7;0;27.5
14:58;0.0;0;NO;23.8;54.8;0.5;485.3;1003.7;0;27.8
15:0;0.0;0;NO;23.9;54.9;0.5;479.6;1003.7;0;27.1
15:2;0.0;0;NO;23.8;55.0;0.5;479.6;1003.7;0;27.7
15:4;0.0;0;NO;23.9;54.9;0.5;479.6;1003.7;0;27.5
15:6;0.0;0;NO;23.8;54.8;0.5;479.6;1003.8;0;27.0
15:8;0.0;0;NO;23.9;54.7;0.5;487.2;1003.8;0;27.0
15:10;0.0;0;NO;23.8;54.8;0.5;483.4;1003.8;0;27.4
15:12;0.0;0;NO;23.9;54.7;0.5;485.3;1003.8;0;28.0
15:14;0.0;0;NO;23.8;54.8;0.5;483.4;1003.8;0;27.5
15:16;0.0;0;NO;23.8;54.7;0.5;491.1;1003.8;0;27.2
15:18;0.0;0;NO;23.8;55.0;0.5;483.4;1003.8;0;27.5
15:20;0.0;0;NO;23.8;54.9;0.5;481.5;1003.8;0;26.9
15:22;0.0;0;NO;23.8;55.0;0.5;483.4;1003.8;0;27.6
15:24;0.0;0;NO;23.8;54.9;0.5;479.6;1003.8;0;27.5
15:26;0.0;0;NO;23.8;55.0;0.5;479.6;1003.8;0;27.9
15:28;0.0;0;NO;23.8;55.0;0.5;475.8;1003.8;0;27.6
15:30;0.0;0;NO;23.9;55.1;0.5;479.6;1003.8;0;27.6
15:32;0.0;0;NO;23.9;55.0;0.5;475.8;1003.7;0;27.0
15:34;0.0;0;NO;23.9;55.0;0.5;481.5;1003.7;0;27.3
15:36;0.0;0;NO;23.9;54.8;0.5;475.8;1003.8;0;28.6
15:38;0.0;0;NO;23.9;54.8;0.5;473.9;1003.8;0;27.8
15:40;0.0;0;NO;23.9;54.8;0.5;470.2;1003.8;0;27.7
15:42;0.0;0;NO;23.9;54.7;0.5;470.2;1003.7;0;27.9
15:44;0.0;0;NO;23.9;54.6;0.5;475.8;1003.7;0;28.8
15:46;0.0;0;NO;23.9;54.6;0.5;473.9;1003.8;0;27.6
15:48;0.0;0;NO;23.9;54.6;0.5;468.3;1003.8;0;27.5
15:50;0.0;0;NO;23.9;54.5;0.5;466.4;1003.8;0;28.0
15:52;0.0;0;NO;23.9;54.4;0.5;464.6;1003.8;0;27.4
15:54;0.0;0;NO;23.9;54.4;0.5;457.2;1003.9;0;27.4
15:56;0.0;0;NO;23.9;54.3;0.5;457.2;1003.9;0;27.6
15:58;0.0;0;NO;23.9;54.2;0.5;460.9;1003.9;0;28.2
16:0;0.0;0;NO;23.9;54.4;0.5;453.6;1003.9;0;27.1
16:2;0.0;0;NO;23.8;54.4;0.5;457.2;1003.9;0;27.5
16:4;0.0;0;NO;23.8;54.3;0.5;451.7;1003.8;0;27.4
16:6;0.0;0;NO;23.8;54.3;0.5;453.6;1003.8;0;28.5
16:8;0.0;0;NO;23.8;54.3;0.5;448.1;1003.8;0;28.5
16:10;0.0;0;NO;23.8;54.3;0.5;442.8;1003.8;0;28.3
16:12;0.0;0;NO;23.8;54.3;0.5;448.1;1003.8;0;28.2
16:14;0.0;0;NO;23.8;54.3;0.5;444.5;1003.8;0;30.2
16:16;0.0;0;NO;23.8;54.3;0.5;453.6;1003.8;0;28.7
16:18;0.0;0;NO;23.8;54.4;0.5;446.3;1003.8;0;27.9
16:20;0.0;0;NO;23.8;54.2;0.5;449.9;1003.8;0;28.2
16:22;0.0;0;NO;23.8;54.3;0.5;449.9;1003.8;0;29.6
16:24;0.0;0;NO;23.8;54.3;0.5;444.5;1003.7;0;27.9
16:26;0.0;0;NO;23.8;54.4;0.5;449.9;1003.7;0;28.7
16:28;0.0;0;NO;23.8;54.3;0.5;446.3;1003.7;0;29.6
16:30;0.0;0;NO;23.8;54.3;0.5;451.7;1003.7;0;28.7
16:32;0.0;0;NO;23.8;54.4;0.5;449.9;1003.7;0;29.9
16:34;0.0;0;NO;23.7;54.5;0.5;446.3;1003.7;0;28.4
16:36;0.0;0;NO;23.7;54.5;0.5;444.5;1003.8;0;28.6
16:38;0.0;0;NO;23.7;54.5;0.5;441.0;1003.8;0;27.6
16:40;0.0;0;NO;23.7;54.6;0.5;446.3;1003.8;0;28.5
16:42;0.0;0;NO;23.7;54.6;0.5;442.8;1003.8;0;28.0
16:44;0.0;0;NO;23.7;54.5;0.5;449.9;1003.8;0;28.5
16:46;0.0;0;NO;23.7;54.5;0.5;444.5;1003.8;0;28.0
16:48;0.0;0;NO;23.7;54.5;0.5;444.5;1003.8;0;28.2
16:50;0.0;0;NO;23.8;54.6;0.5;441.0;1003.8;0;27.2
16:52;0.0;0;NO;23.8;54.5;0.5;446.3;1003.8;0;28.6
16:54;0.0;0;NO;23.7;54.5;0.5;442.8;1003.8;0;27.5
16:56;0.0;0;NO;23.7;54.5;0.5;439.2;1003.8;0;29.2
16:58;0.0;0;NO;23.7;54.6;0.5;449.9;1003.8;0;27.6
17:0;0.0;0;NO;23.7;54.6;0.5;453.6;1003.8;0;28.9
17:2;0.0;0;NO;23.7;54.6;0.5;451.7;1003.9;0;28.9
17:4;0.0;0;NO;23.7;54.7;0.5;453.6;1003.9;0;28.3
17:6;0.0;0;NO;23.7;54.7;0.5;455.4;1003.8;0;28.5
17:8;0.0;0;NO;23.7;54.9;0.5;449.9;1003.8;0;28.4
17:10;0.0;0;NO;23.7;54.9;0.5;449.9;1003.8;0;28.7
17:12;0.0;0;NO;23.7;54.9;0.5;444.5;1003.8;0;28.5
17:14;0.0;0;NO;23.7;54.9;0.5;449.9;1003.8;0;28.7
17:16;0.0;0;NO;23.7;54.9;0.5;446.3;1003.8;0;28.9
17:18;0.0;0;NO;23.6;54.8;0.5;449.9;1003.8;0;29.1
17:20;0.0;0;NO;23.6;54.9;0.5;444.5;1003.7;0;27.4
17:22;0.0;0;NO;23.6;54.9;0.5;441.0;1003.8;0;28.4
17:24;0.0;0;NO;23.6;54.8;0.5;449.9;1003.7;0;27.3
17:26;0.0;0;NO;23.6;54.8;0.5;441.0;1003.7;0;29.2
17:28;0.0;0;NO;23.6;54.8;0.5;439.2;1003.6;0;31.0
17:30;0.0;0;NO;23.6;54.8;0.5;444.5;1003.6;0;28.3
17:32;0.0;0;NO;23.6;54.7;0.5;446.3;1003.6;0;28.8
17:34;0.0;0;NO;23.5;54.8;0.5;451.7;1003.5;0;28.2
17:36;0.0;0;NO;23.5;54.9;0.5;453.6;1003.6;0;29.4
17:38;0.0;0;NO;23.5;54.9;0.5;455.4;1003.6;0;28.4
17:40;0.0;0;NO;23.6;54.9;0.5;455.4;1003.6;0;28.5
17:42;0.0;0;NO;23.6;54.9;0.5;451.7;1003.6;0;28.3
17:44;0.0;0;NO;23.5;54.8;0.5;451.7;1003.6;0;27.5
17:46;0.0;0;NO;23.5;54.9;0.5;453.6;1003.7;0;28.4
17:48;0.0;0;NO;23.5;55.0;0.5;448.1;1003.7;0;29.6
17:50;0.0;0;NO;23.5;54.8;0.5;459.0;1003.7;0;28.4
17:52;0.0;0;NO;23.5;55.0;0.5;451.7;1003.7;0;27.8
17:54;0.0;0;NO;23.5;55.0;0.5;451.7;1003.7;0;27.4
17:56;0.0;0;NO;23.5;55.0;0.5;446.3;1003.8;0;28.4
17:58;0.0;0;NO;23.5;55.0;0.5;455.4;1003.8;0;27.4
18:0;0.0;0;NO;23.4;54.9;0.5;455.4;1003.8;0;28.6
18:2;0.0;0;NO;23.4;55.1;0.5;455.4;1003.8;0;27.5
18:4;0.0;0;NO;23.4;55.0;0.5;451.7;1003.8;0;27.9
18:6;0.0;0;NO;23.4;55.1;0.5;449.9;1003.9;0;28.6
18:8;0.0;0;NO;23.4;55.2;0.5;451.7;1003.9;0;27.7
18:10;0.0;0;NO;23.4;55.1;0.5;444.5;1003.9;0;28.1
18:12;0.0;0;NO;23.4;55.1;0.5;444.5;1003.9;0;28.4
18:14;0.0;0;NO;23.4;55.1;0.5;446.3;1003.9;0;28.3
18:16;0.0;0;NO;23.3;55.1;0.5;453.6;1003.9;0;27.7
18:18;0.0;0;NO;23.3;55.2;0.5;449.9;1003.8;0;27.4
18:20;0.0;0;NO;23.3;55.2;0.5;444.5;1003.8;0;27.5
18:22;0.0;0;NO;23.3;55.1;0.5;441.0;1003.8;0;32.2
18:24;0.0;0;NO;23.3;55.1;0.5;449.9;1003.8;0;28.1
18:26;0.0;0;NO;23.3;55.1;0.5;444.5;1003.8;0;30.8
18:28;0.0;0;NO;23.3;55.2;0.5;444.5;1003.8;0;28.1
18:30;0.0;0;NO;23.3;55.2;0.5;441.0;1003.8;0;28.4
18:32;0.0;0;NO;23.3;55.1;0.5;441.0;1003.8;0;29.0
18:34;0.0;0;NO;23.3;55.1;0.5;442.8;1003.9;0;28.7
18:36;0.0;0;NO;23.3;55.1;0.5;441.0;1003.8;0;27.7
18:38;0.0;0;NO;23.3;55.1;0.5;437.4;1003.8;0;29.3
18:40;0.0;0;NO;23.3;55.0;0.5;437.4;1003.8;0;28.3
18:42;0.0;0;NO;23.3;55.1;0.5;441.0;1003.8;0;27.7
18:44;0.0;0;NO;23.3;55.2;0.5;446.3;1003.8;0;28.3
18:46;0.0;0;NO;23.3;55.1;0.5;444.5;1003.8;0;27.9
18:48;0.0;0;NO;23.3;55.1;0.5;453.6;1003.8;0;27.6
18:50;0.0;0;NO;23.3;55.2;0.5;446.3;1003.8;0;27.5
18:52;0.0;0;NO;23.3;55.2;0.5;451.7;1003.8;0;28.1
18:54;0.0;0;NO;23.3;55.2;0.5;451.7;1003.8;0;27.3
18:56;0.0;0;NO;23.3;55.2;0.5;455.4;1003.9;0;28.3
18:58;0.0;0;NO;23.3;55.2;0.5;453.6;1003.8;0;27.7
19:0;0.0;0;NO;23.3;55.3;0.5;453.6;1003.8;0;27.5
19:2;0.0;0;NO;23.3;55.3;0.5;451.7;1003.9;0;28.2
19:4;0.0;0;NO;23.3;55.3;0.5;444.5;1004.0;0;28.8
19:6;0.0;0;NO;23.3;55.1;0.5;446.3;1004.0;0;28.1
19:8;0.0;0;NO;23.3;55.0;0.5;448.1;1004.0;0;28.1
19:10;0.0;0;NO;23.4;55.0;0.5;449.9;1004.0;0;27.8
19:12;0.0;0;NO;23.4;54.9;0.5;453.6;1004.0;0;27.5
19:14;0.0;0;NO;23.4;54.9;0.5;453.6;1004.1;0;29.2
19:16;0.0;0;NO;23.4;54.9;0.5;446.3;1004.1;0;38.7
19:18;0.0;0;NO;23.4;54.8;0.5;448.1;1004.1;0;27.1
